3, 2.6e-05
4, 3.5e-05
24, 0.00304
2, 2e-05
8, 0.000128
30, 0.006069
21, 0.002066
14, 0.000602
18, 0.001303
6, 6.6e-05
20, 0.001744
23, 0.002809
5, 4.4e-05
16, 0.000893
17, 0.001114
19, 0.001729
10, 0.000226
26, 0.00377
7, 9.6e-05
12, 0.000396
28, 0.004818
22, 0.002388
43, 0.018873
9, 0.000186
15, 0.000809
36, 0.010573
27, 0.004331
31, 0.006811
29, 0.005465
42, 0.017992
33, 0.00839
38, 0.012443
13, 0.000484
11, 0.000298
34, 0.009258
37, 0.011797
41, 0.015754
44, 0.020051
40, 0.01581
50, 0.029058
47, 0.026034
45, 0.023606
35, 0.009784
53, 0.034354
46, 0.023683
48, 0.026775
39, 0.013599
52, 0.033089
1, 3e-06
32, 0.00762
51, 0.031549
55, 0.038397
25, 0.003586
58, 0.045037
49, 0.028791
56, 0.042679
59, 0.048442
54, 0.037514
57, 0.048448
61, 0.054757
60, 0.051669
64, 0.062746
63, 0.064872
65, 0.068683
70, 0.084238
62, 0.060596
66, 0.072925
69, 0.086966
67, 0.076595
68, 0.089286
78, 0.116062
76, 0.113723
71, 0.098175
72, 0.103171
77, 0.118744
75, 0.111406
74, 0.11185
81, 0.136953
73, 0.098741
84, 0.154277
79, 0.133846
83, 0.148473
82, 0.155247
87, 0.168271
80, 0.147766
85, 0.160908
88, 0.17472
91, 0.192599
90, 0.196078
92, 0.199566
95, 0.221771
89, 0.205525
98, 0.253398
86, 0.186859
94, 0.229019
96, 0.226845
93, 0.231162
104, 0.296403
97, 0.25516
100, 0.280364
102, 0.285362
106, 0.321507
99, 0.293234
109, 0.35475
110, 0.343303
107, 0.340951
103, 0.317812
101, 0.307098
105, 0.332743
108, 0.340758
112, 0.376372
118, 0.462806
111, 0.402573
113, 0.436476
114, 0.431784
117, 0.420879
115, 0.42173
119, 0.455827
123, 0.48783
128, 0.566496
124, 0.513071
147, 0.862741
121, 0.477969
116, 0.467487
125, 0.575361
122, 0.497768
130, 0.579596
140, 0.760423
120, 0.486317
129, 0.620036
126, 0.563144
133, 0.633768
127, 0.628672
132, 0.619392
135, 0.688556
136, 0.726162
141, 0.771957
131, 0.639546
134, 0.714761
137, 0.737046
139, 0.746952
143, 0.784902
142, 0.813007
144, 0.826533
138, 0.739099
145, 0.843305
149, 0.873091
150, 0.865183
146, 0.838613
148, 0.856953
