0, 0
1, 3e-06
2, 4e-06
3, 8e-06
4, 1.3e-05
5, 2e-05
6, 2.8e-05
7, 4e-05
8, 5.1e-05
9, 6.6e-05
10, 8.4e-05
11, 0.000102
12, 0.000132
13, 0.000152
14, 0.000182
15, 0.000242
16, 0.000262
17, 0.000298
18, 0.000353
19, 0.000393
20, 0.000439
21, 0.000505
22, 0.000575
23, 0.000637
24, 0.000705
25, 0.000789
26, 0.000859
27, 0.001017
28, 0.001096
29, 0.001135
30, 0.001237
31, 0.001358
32, 0.00146
33, 0.001611
34, 0.001706
35, 0.00186
36, 0.002012
37, 0.002138
38, 0.002302
39, 0.00246
40, 0.002624
41, 0.002793
42, 0.002981
43, 0.003163
44, 0.003406
45, 0.003579
46, 0.003827
47, 0.004058
48, 0.004256
49, 0.004529
50, 0.004802
51, 0.004999
52, 0.005295
53, 0.005964
54, 0.005871
55, 0.006115
56, 0.006448
57, 0.006811
58, 0.007075
59, 0.007437
60, 0.008148
61, 0.008177
62, 0.008491
63, 0.008896
64, 0.009352
65, 0.009693
66, 0.014756
67, 0.010624
68, 0.010999
69, 0.011435
70, 0.011808
71, 0.012816
72, 0.01274
73, 0.013295
74, 0.013806
75, 0.014403
76, 0.014843
77, 0.015504
78, 0.016069
79, 0.016665
80, 0.017443
81, 0.018244
82, 0.019504
83, 0.019596
84, 0.020787
85, 0.020772
86, 0.021893
87, 0.021869
88, 0.022495
89, 0.024715
90, 0.024239
91, 0.02509
92, 0.026109
93, 0.026572
94, 0.027159
95, 0.028179
96, 0.029567
97, 0.029891
98, 0.033198
99, 0.032164
