0.01, 0.0099, 0.98, 
0.011, 0.010879, 0.978031, 
0.0127923, 0.0126288, 0.97451, 
0.0153822, 0.015146, 0.969439, 
0.0186491, 0.0183027, 0.963069, 
0.0224294, 0.0219295, 0.955738, 
0.0265703, 0.0258706, 0.947755, 
0.0309518, 0.0300047, 0.939363, 
0.0354883, 0.0342465, 0.930732, 
0.0401223, 0.0385392, 0.921976, 
0.0448168, 0.0428466, 0.913169, 
0.0495486, 0.0471466, 0.904354, 
0.0543035, 0.0514257, 0.895561, 
0.059073, 0.0556762, 0.886803, 
0.0638522, 0.0598935, 0.878091, 
0.0686383, 0.0640753, 0.86943, 
0.0734299, 0.0682205, 0.860822, 
0.0782262, 0.0723288, 0.852267, 
0.0830272, 0.0764, 0.843767, 
0.0878328, 0.0804344, 0.83532, 
0.0926432, 0.0844324, 0.826927, 
0.0974586, 0.0883943, 0.818587, 
0.102279, 0.0923205, 0.810298, 
0.107106, 0.0962113, 0.802061, 
0.111938, 0.100067, 0.793874, 
0.116777, 0.103889, 0.785737, 
0.121622, 0.107676, 0.777649, 
0.126473, 0.111429, 0.76961, 
0.131332, 0.115149, 0.76162, 
0.136198, 0.118836, 0.753677, 
0.141071, 0.122489, 0.745781, 
0.145952, 0.12611, 0.737932, 
0.150841, 0.129699, 0.73013, 
0.155738, 0.133255, 0.722373, 
0.160643, 0.136779, 0.714661, 
0.165557, 0.140272, 0.706995, 
0.170479, 0.143733, 0.699373, 
0.17541, 0.147163, 0.691796, 
0.18035, 0.150562, 0.684262, 
0.185299, 0.15393, 0.676772, 
0.190258, 0.157267, 0.669325, 
0.195226, 0.160574, 0.661922, 
0.200205, 0.163851, 0.65456, 
0.205193, 0.167098, 0.647241, 
0.210191, 0.170315, 0.639963, 
0.2152, 0.173502, 0.632727, 
0.220219, 0.17666, 0.625533, 
0.225249, 0.179788, 0.618379, 
0.23029, 0.182887, 0.611266, 
0.235343, 0.185958, 0.604193, 
0.240406, 0.188999, 0.59716, 
0.245482, 0.192012, 0.590167, 
0.250569, 0.194997, 0.583213, 
0.255668, 0.197953, 0.576299, 
0.260779, 0.200881, 0.569423, 
0.265903, 0.203781, 0.562586, 
0.27104, 0.206653, 0.555787, 
0.276189, 0.209498, 0.549026, 
0.281352, 0.212315, 0.542303, 
0.286527, 0.215104, 0.535618, 
0.291717, 0.217866, 0.52897, 
0.29692, 0.220601, 0.522358, 
0.302137, 0.223309, 0.515784, 
0.307369, 0.225991, 0.509246, 
0.312615, 0.228645, 0.502744, 
0.317876, 0.231273, 0.496278, 
0.323152, 0.233874, 0.489848, 
0.328444, 0.236449, 0.483454, 
0.333751, 0.238998, 0.477094, 
0.339073, 0.241521, 0.47077, 
0.344412, 0.244017, 0.46448, 
0.349768, 0.246488, 0.458225, 
0.35514, 0.248933, 0.452004, 
0.360529, 0.251352, 0.445818, 
0.365936, 0.253746, 0.439665, 
0.371359, 0.256114, 0.433546, 
0.376801, 0.258456, 0.42746, 
0.382261, 0.260774, 0.421407, 
0.38774, 0.263066, 0.415388, 
0.393237, 0.265333, 0.409401, 
0.398754, 0.267575, 0.403447, 
0.40429, 0.269792, 0.397525, 
0.409846, 0.271984, 0.391635, 
0.415422, 0.274151, 0.385778, 
0.421019, 0.276294, 0.379952, 
0.426636, 0.278412, 0.374157, 
0.432275, 0.280506, 0.368394, 
0.437935, 0.282575, 0.362662, 
0.443618, 0.284619, 0.356961, 
0.449322, 0.286639, 0.351291, 
0.45505, 0.288635, 0.345652, 
0.460801, 0.290606, 0.340043, 
0.466575, 0.292554, 0.334465, 
0.472373, 0.294477, 0.328916, 
0.478196, 0.296376, 0.323398, 
0.484043, 0.298251, 0.317909, 
0.489916, 0.300102, 0.31245, 
0.495814, 0.301929, 0.307021, 
0.501739, 0.303731, 0.301621, 
0.50769, 0.30551, 0.29625, 
0.513668, 0.307265, 0.290908, 
0.519673, 0.308996, 0.285595, 
0.525707, 0.310704, 0.28031, 
0.531769, 0.312387, 0.275055, 
0.537861, 0.314046, 0.269828, 
0.543981, 0.315682, 0.264629, 
0.550132, 0.317293, 0.259459, 
0.556313, 0.318881, 0.254317, 
0.562526, 0.320445, 0.249203, 
0.56877, 0.321985, 0.244117, 
0.575046, 0.323501, 0.239058, 
0.581355, 0.324994, 0.234028, 
0.587697, 0.326462, 0.229025, 
0.594074, 0.327906, 0.22405, 
0.600484, 0.329327, 0.219102, 
0.60693, 0.330723, 0.214181, 
0.613412, 0.332095, 0.209288, 
0.61993, 0.333444, 0.204423, 
0.626485, 0.334768, 0.199584, 
0.633078, 0.336068, 0.194773, 
0.639709, 0.337343, 0.189989, 
0.646379, 0.338594, 0.185231, 
0.653088, 0.339821, 0.180501, 
0.659838, 0.341024, 0.175798, 
0.66663, 0.342202, 0.171122, 
0.673463, 0.343355, 0.166473, 
0.680338, 0.344484, 0.161851, 
0.687257, 0.345587, 0.157255, 
0.69422, 0.346666, 0.152687, 
0.701228, 0.34772, 0.148145, 
0.708282, 0.348749, 0.143631, 
0.715382, 0.349753, 0.139143, 
0.72253, 0.350732, 0.134682, 
0.729726, 0.351685, 0.130248, 
0.736971, 0.352612, 0.125842, 
0.744265, 0.353514, 0.121462, 
0.751611, 0.35439, 0.117109, 
0.759008, 0.355241, 0.112784, 
0.766459, 0.356065, 0.108485, 
0.773963, 0.356863, 0.104214, 
0.781521, 0.357634, 0.0999703, 
0.789135, 0.358379, 0.0957539, 
0.796806, 0.359098, 0.0915649, 
0.804535, 0.359789, 0.0874035, 
0.812322, 0.360453, 0.0832698, 
0.82017, 0.361091, 0.0791638, 
0.828078, 0.3617, 0.0750857, 
0.836049, 0.362283, 0.0710355, 
0.844082, 0.362837, 0.0670135, 
0.852181, 0.363364, 0.0630197, 
0.860345, 0.363862, 0.0590542, 
0.868576, 0.364331, 0.0551173, 
0.876876, 0.364773, 0.051209, 
0.885245, 0.365185, 0.0473295, 
0.893685, 0.365568, 0.0434791, 
0.902197, 0.365922, 0.0396578, 
0.910784, 0.366246, 0.0358658, 
0.919445, 0.36654, 0.0321033, 
0.928183, 0.366804, 0.0283706, 
0.937, 0.367038, 0.0246678, 
0.945896, 0.367241, 0.0209951, 
0.954874, 0.367413, 0.0173528, 
0.963935, 0.367553, 0.0137411, 
0.973081, 0.367662, 0.0101602, 
0.982313, 0.36774, 0.00661035, 
0.991634, 0.367785, 0.00309183, 
1.00104, 0.367797, -0.000395125, 
1.01055, 0.367777, -0.00385023, 
1.02015, 0.367723, -0.00727321, 
1.02984, 0.367636, -0.0106638, 
1.03963, 0.367515, -0.0140216, 
1.04952, 0.36736, -0.0173465, 
1.05952, 0.36717, -0.020638, 
1.06962, 0.366945, -0.0238959, 
1.07983, 0.366684, -0.0271198, 
1.09014, 0.366388, -0.0303093, 
1.10057, 0.366055, -0.0334641, 
1.11112, 0.365686, -0.0365839, 
1.12178, 0.365279, -0.0396683, 
1.13257, 0.364835, -0.0427168, 
1.14347, 0.364352, -0.0457291, 
1.15451, 0.363831, -0.0487047, 
1.16567, 0.363271, -0.0516433, 
1.17697, 0.362671, -0.0545444, 
1.1884, 0.36203, -0.0574075, 
1.19997, 0.36135, -0.0602322, 
1.21169, 0.360627, -0.0630179, 
1.22355, 0.359863, -0.0657643, 
1.23557, 0.359056, -0.0684708, 
1.24774, 0.358207, -0.0711368, 
1.26007, 0.357313, -0.0737618, 
1.27256, 0.356375, -0.0763452, 
1.28523, 0.355392, -0.0788866, 
1.29806, 0.354363, -0.0813852, 
1.31108, 0.353288, -0.0838404, 
1.32428, 0.352165, -0.0862517, 
1.33767, 0.350994, -0.0886183, 
1.35126, 0.349774, -0.0909395, 
1.36504, 0.348504, -0.0932147, 
1.37904, 0.347183, -0.0954431, 
1.39325, 0.345811, -0.097624, 
1.40768, 0.344387, -0.0997565, 
1.42234, 0.342908, -0.10184, 
1.43724, 0.341375, -0.103873, 
1.45239, 0.339787, -0.105855, 
1.46779, 0.338141, -0.107786, 
1.48345, 0.336438, -0.109664, 
1.49939, 0.334675, -0.111488, 
1.51561, 0.332852, -0.113257, 
1.53213, 0.330967, -0.11497, 
1.54895, 0.329019, -0.116625, 
1.56609, 0.327006, -0.118223, 
1.58356, 0.324926, -0.119761, 
1.60138, 0.322779, -0.121238, 
1.61956, 0.320562, -0.122652, 
1.63812, 0.318273, -0.124003, 
1.65707, 0.31591, -0.125289, 
1.67643, 0.313472, -0.126507, 
1.69622, 0.310957, -0.127657, 
1.71646, 0.308361, -0.128736, 
1.73718, 0.305683, -0.129742, 
1.7584, 0.30292, -0.130674, 
1.78014, 0.300069, -0.13153, 
1.80244, 0.297127, -0.132305, 
1.82532, 0.294091, -0.133, 
1.84881, 0.290959, -0.13361, 
1.87296, 0.287725, -0.134132, 
1.8978, 0.284387, -0.134564, 
1.92338, 0.280941, -0.134903, 
1.94973, 0.277382, -0.135144, 
1.97692, 0.273705, -0.135285, 
2.00499, 0.269906, -0.13532, 
2.034, 0.26598, -0.135245, 
2.06403, 0.261921, -0.135056, 
2.09514, 0.257723, -0.134747, 
2.1274, 0.253382, -0.134312, 
2.16091, 0.248891, -0.133747, 
2.19574, 0.244243, -0.133044, 
2.23199, 0.239435, -0.132198, 
2.26975, 0.234461, -0.131201, 
2.30911, 0.229317, -0.130047, 
2.35018, 0.224003, -0.128731, 
2.39302, 0.218519, -0.127246, 
2.4377, 0.212869, -0.125589, 
2.48424, 0.207065, -0.123759, 
2.53264, 0.201123, -0.121758, 
2.58283, 0.195065, -0.11959, 
2.6347, 0.188921, -0.117267, 
2.68805, 0.18273, -0.114804, 
2.74266, 0.17653, -0.112221, 
2.79826, 0.170364, -0.10954, 
2.8546, 0.16427, -0.106785, 
2.91141, 0.158283, -0.103979, 
2.96848, 0.152429, -0.101146, 
3.02565, 0.146729, -0.0983023, 
3.08278, 0.141194, -0.0954646, 
3.1398, 0.135831, -0.0926447, 
3.19667, 0.130642, -0.0898518, 
3.25338, 0.125625, -0.0870926, 
3.30995, 0.120775, -0.0843716, 
3.36642, 0.116087, -0.081692, 
3.42282, 0.111554, -0.0790557, 
3.47921, 0.10717, -0.0764637, 
3.53565, 0.102927, -0.0739166, 
3.5922, 0.0988187, -0.0714146, 
3.64892, 0.0948387, -0.0689576, 
3.70587, 0.0909811, -0.0665452, 
3.76311, 0.0872404, -0.0641771, 
3.82072, 0.0836114, -0.0618528, 
3.87874, 0.0800895, -0.059572, 
3.93725, 0.0766704, -0.0573341, 
3.99631, 0.0733501, -0.0551388, 
4.05598, 0.070125, -0.0529857, 
4.11633, 0.0669919, -0.0508743, 
4.17744, 0.0639477, -0.0488045, 
4.23936, 0.0609895, -0.0467758, 
4.30217, 0.058115, -0.0447881, 
4.36595, 0.0553217, -0.0428412, 
4.43077, 0.0526075, -0.040935, 
4.49672, 0.0499705, -0.0390692, 
4.56389, 0.0474089, -0.0372439, 
4.63237, 0.0449209, -0.0354589, 
4.70226, 0.0425052, -0.0337144, 
4.77366, 0.0401602, -0.0320104, 
4.84669, 0.0378846, -0.0303469, 
4.92147, 0.0356774, -0.0287241, 
4.99814, 0.0335375, -0.0271423, 
5.07684, 0.0314637, -0.0256016, 
5.15773, 0.0294552, -0.0241024, 
5.24098, 0.0275111, -0.0226449, 
5.32679, 0.0256307, -0.0212297, 
5.41536, 0.0238131, -0.0198572, 
5.50693, 0.0220577, -0.018528, 
5.60177, 0.0203637, -0.0172428, 
5.70016, 0.0187305, -0.0160023, 
5.80244, 0.0171574, -0.0148074, 
5.90898, 0.0156436, -0.0136592, 
6.02021, 0.0141884, -0.0125588, 
6.13661, 0.0127907, -0.0115078, 
6.25875, 0.0114494, -0.0105079, 
6.38727, 0.0101633, -0.00956124, 
6.52295, 0.00893031, -0.00867037, 
6.66666, 0.00774821, -0.00783861, 
6.81947, 0.00661368, -0.00707019, 
6.98265, 0.0055222, -0.00637063, 
7.15771, 0.00446737, -0.00574743, 
7.34645, 0.00343993, -0.00521096, 
7.55099, 0.00242641, -0.00477602, 
7.77372, 0.00140692, -0.00446421, 
8, 0.000423495, -0.0043119, 
